"ANALYTE_CHOICELIST_ID"|"DEP_PRIMARY_ANALYTE_NAME"|"SHORT_NAME"|"LONG_NAME"|"EPA_CODE_ID"|"BEGIN_DATE"|"CREATE_USER_NAME"|"CREATE_TS"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"
"62"|"Azinphos ethyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"63"|"Chlorpyrifos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"64"|"Tetraethyl dithiopyrophosphate"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"65"|"Paraquat"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"66"|"a-Chlordane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"67"|"g-Chlordane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"68"|"Methyl chlorpyrifos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"69"|"Monocrotophos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"70"|"4-Chlorophenyl phenyl ether"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"71"|"Prometryn"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"72"|"Endrin aldehyde"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"73"|"Aluminum"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"74"|"Iridium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"75"|"Iron"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"76"|"Lead"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"77"|"Lithium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"78"|"Magnesium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"79"|"Manganese"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"80"|"Mercury"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"81"|"Molybdenum"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"82"|"Nickel"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"83"|"Palladium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"84"|"Platinum"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"85"|"Potassium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"86"|"Rhodium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"87"|"Ruthenium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"88"|"Silicon"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"89"|"Silver"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"90"|"Sodium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"91"|"Strontium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"92"|"Thallium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"93"|"Thorium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"94"|"Tin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"95"|"Titanium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"96"|"Antimony"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"97"|"Arsenic"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"98"|"Barium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"99"|"Beryllium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"100"|"Boron"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"101"|"Cadmium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"102"|"Cesium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"103"|"Chromium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"104"|"Cobalt"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"105"|"Copper"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"106"|"Gadolinium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"107"|"Gold"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"108"|"Uranium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"109"|"Vanadium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"110"|"Zinc"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"111"|"Bismuth"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"112"|"Calcium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"113"|"Ammonia- Un-ionized (NH3)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"114"|"Fluoride"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"115"|"Selenium"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"116"|"Mevinphos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"117"|"Toxaphene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"118"|"Demeton-O+S"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"119"|"cis-1,3-Dichloropropene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"120"|"trans-1,3-Dichloropropene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"121"|"Methamidophos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"122"|"PCB-1260"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"123"|"PCB-1254"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"124"|"PCB-1221"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"125"|"PCB-1232"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"126"|"PCB-1248"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"127"|"PCB-1016"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"128"|"Terbufos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"129"|"Phosphamidon"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"130"|"Ethoprop"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"131"|"Sulfate"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"132"|"Bromate"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"133"|"Alachlor"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"134"|"3-Hydroxycarbofuran"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"135"|"Methomyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"136"|"Chloride"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"137"|"Benomyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"138"|"Sulfide"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"139"|"Chlorophyll c"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"140"|"Metribuzin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"141"|"Fenamiphos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"142"|"Oxamyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"143"|"Pronamide"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"144"|"Bromide"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"145"|"Norflurazon"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"146"|"Acephate"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"147"|"2,3',4,4',5-Pentachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"148"|"2,3',4,4'-Tetrachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"149"|"PCB-105"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"150"|"Endosulfan II"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
