"LABORATORY_ID"|"SHORT_NAME"|"LONG_NAME"|"LAB_APPROVED_IND"|"MODIFY_USER_NAME"|"MODIFY_TS"|"BEGIN_DATE"|"END_DATE"|"PRIOR_LAB_NAMES"
"36"|"E87542"|"ENVIRONMENTAL RESOURCE ANALYSTS - AL"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"37"|"E87487"|"ENVIRONMENTAL SCIENCE CORPORATION - TN"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"38"|"E87637"|"ENVIRONMENTAL SERVICES NETWORK - ESN SOUTHEAST"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"39"|"E86740"|"ENVIRONMENTAL SERVICES OF SOUTH FLORIDA, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"40"|"E87684"|"ENVIRONMENTAL TESTING LABORATORIES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"41"|"E87807"|"ERM SOUTHEAST INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"42"|"E87681"|"ERMI ENVIRONMENTAL LABORATORIES"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"43"|"E51361"|"ESCAMBIA COUNTY UTILITIES AUTHORITY WATER QUALITY LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"44"|"E87819"|"ETT ENVIRONMENTAL, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"45"|"E86048"|"EVERGLADES LABORATORIES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"46"|"E76463"|"EVERGLADES RESEARCH AND EDUCATION CENTER"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"47"|"E31780"|"FL DEP - CENTRAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"48"|"E31640"|"FL DEP - CENTRAL LABORATORY/INNOVATION PARK SATELLITE LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"49"|"E35834"|"EUROFINS FLORIDA KEYS"|"Y"|"NELSON_JM"|"19-MAR-2024 11:36:24"|"01-JAN-2014 00:00:00"|""|"FL DEP - SOUTH DISTRICT MARATHON BRANCH LABORATORY\FLOWERS CHEMICAL LABS - KEYS"
"50"|"E16533"|"FL DEPARTMENT OF HEALTH -  MIAMI BRANCH LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"51"|"E11062"|"FL DEPARTMENT OF HEALTH - PENSACOLA BRANCH LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"52"|"E14157"|"FL DEPARTMENT OF HEALTH - TAMPA BRANCH LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"53"|"E16122"|"FL DEPARTMENT OF HEALTH - WEST PALM BEACH BRANCH LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"54"|"E22701"|"FL DEPT. OF HEALTH - ALACHUA COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"55"|"E22794"|"FL DEPT. OF HEALTH - BRADFORD COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"56"|"E13800"|"FL DEPT. OF HEALTH - BUREAU OF RADIATION CONTROL"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"57"|"E24768"|"FL DEPT. OF HEALTH - CITRUS COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"58"|"E22787"|"FL DEPT. OF HEALTH - COLUMBIA COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"59"|"E25803"|"FL DEPT. OF HEALTH - HENDRY COUNTY ENVIRONMENTAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"60"|"E24704"|"FL DEPT. OF HEALTH - HERNANDO COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"61"|"E25705"|"FL DEPT. OF HEALTH - HIGHLANDS COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"62"|"E23759"|"FL DEPT. OF HEALTH - INDIAN RIVER COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"63"|"E25706"|"FL DEPT. OF HEALTH - LEE COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"64"|"E23708"|"FL DEPT. OF HEALTH - MARION COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"65"|"E24709"|"FL DEPT. OF HEALTH - PINELLAS COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"66"|"E24710"|"FL DEPT. OF HEALTH - POLK COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"67"|"E22779"|"FL DEPT. OF HEALTH - PUTNAM COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"68"|"E24711"|"FL DEPT. OF HEALTH - SARASOTA COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"69"|"E22770"|"FL DEPT. OF HEALTH - ST. JOHNS COUNTY HEALTH DEPARTMENT - ENVIRONMENTAL ENG."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"70"|"E26789"|"FL DEPT. OF HEALTH - ST. LUCIE COUNTY HEALTH DEPARTMENT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"71"|"E12700"|"FLORIDA DOH BUREAU OF LABORATORIES - JACKSONVILLE"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"72"|"E82382"|"FLORIDA GENERAL ENVIRONMENTAL SERVICES"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"73"|"E56717"|"FLORIDA KEYS AQUEDUCT AUTHORITY - FLORIDA CITY TREATMENT PLANT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"74"|"E55757"|"FLORIDA KEYS AQUEDUCT AUTHORITY - STOCK ISLAND R. O. PLANT LAB"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"75"|"E56078"|"FLORIDA POWER & LIGHT CENTRAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"76"|"E83033"|"FLORIDA RADIOCHEMISTRY SERVICES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"77"|"E51431"|"FLORIDA STATE HOSPITAL WASTEWATER TREATMENT PLANT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"78"|"E84817"|"FLORIDA WATER LABORATORIES"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"79"|"E83018"|"EUROFINS ORLANDO"|"Y"|"NELSON_JM"|"14-MAR-2024 13:50:29"|"01-JAN-2014 00:00:00"|""|"FLOWERS CHEMICAL LABORATORIES"
"80"|"E86562"|"EUROFINS PORT ST. LUCIE"|"Y"|"NELSON_JM"|"19-MAR-2024 11:31:45"|"01-JAN-2014 00:00:00"|""|"FLOWERS CHEMICAL LABS - SOUTH"
"81"|"E56729"|"FORT PIERCE UTILITIES AUTHORITY WATER TREATMENT PLANT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"82"|"E86647"|"FREDERICK C. BOTHE ENVIRONMENTAL CONSULTANT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"83"|"E87872"|"FRONTIER ANALYTICAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"84"|"E87575"|"FRONTIER GEOSCIENCES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"85"|"E81304"|"FUTURE LABORATORIES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"86"|"E87156"|"GENERAL ENGINEERING LABORATORIES, LLC"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"87"|"E87642"|"GEOCHEMICAL TESTING"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"88"|"E57554"|"GEORGIA POWER ENVIRONMENTAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"89"|"E87476"|"GPL LABORATORIES, LLLP"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"90"|"E87643"|"GROUNDWATER ANALYTICAL, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"91"|"E83159"|"GROVE SCIENTIFIC & ENGINEERING"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"92"|"E87854"|"GULF COAST ANALYTICAL LABORATORIES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"93"|"E84109"|"GULF COAST RECYCLING, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"94"|"E52417"|"HARBOR BRANCH ENVIRONMENTAL - AMELIA ISLAND LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"95"|"E83509"|"HARBOR BRANCH ENVIRONMENTAL - DELTONA LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"96"|"E85370"|"HARBOR BRANCH ENVIRONMENTAL - LEHIGH ACRES LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"97"|"E84418"|"HARBOR BRANCH ENVIRONMENTAL - SPRING HILL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"98"|"E96080"|"HARBOR BRANCH ENVIRONMENTAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"99"|"E82067"|"HARDING ESE, INC. TOXICOLOGY LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"100"|"E44057"|"HILLSBOROUGH COUNTY ENVIRONMENTAL PROTECTION COMMISSION"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"101"|"E44104"|"HILLSBOROUGH COUNTY UTILITIES ENVIRONMENTAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"102"|"E54208"|"HOWARD F. CURREN ADVANCED WASTEWATER TREATMENT PLANT ANALYTICAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"103"|"E82295"|"HYDROSPHERE RESEARCH ENVIRONMENTAL SERVICES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"104"|"E86778"|"HYGEIA LABORATORIES, INC. - FLORIDA"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"105"|"E87257"|"HYGEIA LABORATORIES, INC. - GA"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"106"|"E86594"|"I2J ENVIRONMENTAL SERVICES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"107"|"E37644"|"ILLINOIS ENVIRONMENTAL PROTECTION AGENCY - INORGANIC LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"108"|"E37645"|"ILLINOIS ENVIRONMENTAL PROTECTION AGENCY - ORGANIC LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"109"|"E84578"|"IMC - PHOSPHATES ENVIRONMENTAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"110"|"E87894"|"INTEGRATED ANALYTICAL LABORATORIES, LLC"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"111"|"E82496"|"INTEGRATED BIOASSAY SERVICES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"112"|"E07686"|"INTERNATIONAL PAPER CORPORATE RESEARCH CENTER"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"113"|"E42342"|"JACKSONVILLE REGULATORY AND ENVIRONMENTAL SERVICES"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"114"|"E52281"|"JEA - LABORATORY SERVICES ANALYTICAL/MICROBIOLOGY SECTION"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"115"|"E52318"|"JEA - LABORATORY SERVICES BIOASSAY SECTION"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"116"|"E52314"|"JEA - LABORATORY SERVICES METALS SECTION"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"117"|"E52459"|"JEA LABORATORY SERVICES"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"118"|"E52762"|"JEA WATER QUALITY LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"119"|"E53262"|"JERRY SELLERS ADVANCED WASTEWATER TREATMENT FACILITY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"120"|"E86546"|"JUPITER ENVIRONMENTAL LABORATORIES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"121"|"E82815"|"K B LABS, INC.; KB-1"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"122"|"E82840"|"K B LABS, INC.; KB-2"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"123"|"E82816"|"K B LABS, INC.; KB-3"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"124"|"E52099"|"KANAPAHA LABORATORY - GAINESVILLE UTILITIES"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"125"|"E86515"|"KAPPA LABORATORIES"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"126"|"E87604"|"KATAHDIN ANALYTICAL SERVICES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"127"|"E87551"|"KEMRON ENVIRONMENTAL SERVICES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"128"|"E63478"|"KENNEDY SPACE CENTER ENVIRONMENTAL MICROBIOLOGY LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"129"|"E63359"|"KENNEDY SPACE CENTER LABORATORY FOR SEWAGE TREATMENT OPERATIONS"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"130"|"E84025"|"KNL LABORATORY SERVICES"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"131"|"E43183"|"LAKE COUNTY WATER RESOURCE MANAGEMENT LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"132"|"E87661"|"LANCASTER LABORATORIES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"133"|"E86255"|"LANSING LABORATORIES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"134"|"E87617"|"LAUCKS TESTING LABORATORIES, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"135"|"E87625"|"LAW & COMPANY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"136"|"E87477"|"LAW ENGINEERING AND ENVIRONMENTAL SERVICES LABORATORY, INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"137"|"E45049"|"LEE COUNTY ENVIRONMENTAL LABORATORY"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|"LEE COUNTY ENVIRONMENTAL LABORATORY\LEE%"
"138"|"E87813"|"LIONVILLE LABORATORY INC."|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
"139"|"E56026"|"LOXAHATCHEE RIVER ENVIRONMENTAL CONTROL DISTRICT"|"Y"|"ZIMMERMAN_JM"|"26-JUL-2018 17:04:44"|"01-JAN-2014 00:00:00"|""|""
