"WIN_HELP_ID"|"DESCRIPTION"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"|"SCREEN_NAME"|"SECTION_NAME"|"PAGE_NBR"|"USE_CASE_NBR"
"53"|"Advanced Validation Errors - SW Monitoring Locations    This screen is used to correct advanced validation errors for Surface Water Monitoring Location records in their staged dataset.     ADVANCED VALIDATION ERRORS SECTION:  All fields in this section are display only to identify the import configuration dataset.  • Org ID   • Configuration ID - If you click on the hyperlink you will be taken to the “Import Configuration Detail” .  • Import File ID    SW MONITORING LOCATIONS SECTION:  • If you selected a link for a specific “Advanced Validation Error”, only the list of records and values from the dataset that have that specific business rule violation will be shown.  If you selected “All” in the “Advanced Validation Error” section, all the records and values from the dataset that have a business rule violation will be shown.    • Screen Modes - This screen operates in two screen modes, Filter and Edit.  Filter mode is used when you want to use the Text Boxes to filter the data by the values you enter / select.  Edit mode is used when you want to use the Text Boxes to enter / select data to apply to the selected rows.    • You can sort the data displayed by a particular data field by clicking on the pull-down (when available) on the data field header above the data rows.  You can sort in Filter or Edit screen mode.    • To filter the rows displayed, you must be in Filter screen mode.  You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press Run to filter the records.  To clear a filter, click on the X next to the text box and click Run.  To clear all filters, click on Clear All.    • If any field is marked as being a Smart Search field “§” (in either screen mode),  you can start entering the value and any valid value for that field that starts with the characters entered will appear in a list from which you can select a value.    • To enter new values:    1. Change Screen Mode to Edit.    2. In the text box for the field(s) select a value from the drop-down (SVL) list when provided or enter a value.    3. If you only want to update some of the rows, you can use the “Select this Page” option to check all rows displayed on this page or you can check the data rows on this page that should be populated by this value individually and click on “Save Selected”.  If you want to update all rows on all of the pages, do not check any boxes and click on “Save All”.    SW MONITORING LOCATIONS FIELDS:  • Select this Page - Checkboxes to select records to be updated or select all on the page.  • Business Rules Violated - Shows the business rule that was violated in the record displayed.  • System Action  • Monitoring Location ID - Required field, Max size 35.  • Monitoring Location Name - Required field, Max size 255.  • Primary Type - Required field, Dropdown list.  • Secondary Type - Required field, Dropdown list filtered by the Primary Type.  • Waterbody Name - Dropdown list and Smart Search.  • Decimal Degree Latitude - Max length of 12 with 6 decimal places, value > 23 and < 32.  • Decimal Degree Longitude - Max length of 12 with 6 decimal places, value > 78 and < 89."|"01-JAN-2014 00:00:00"|""|""|""|"SW Adv Validation"|"Advanced Validation Errors"|"1"|"UC-20"
"54"|"• Latitude Measure Degrees Number - Number, values of 24-31.  • Latitude Measure Minutes Number - Number, values of 00-59.  • Latitude Measure Seconds Number - Number, values of 00.0000-59.9999  • Longitude Measure Degrees Number - Number, values of 79-88.  • Longitude Measure Minutes Number - Number, values of 00-59.  • Longitude Measure Seconds Number - Number, values of 00.0000-59.9999  • Source Map Scale - Non-negative number.  • Land Surface Elevation Value (ft) - Number, 10 digits and 2 decimal places.  • Land Surface Elevation Datum - Dropdown list.  • Land Surface Elevation Method - Dropdown list.    ADVANCED VALIDATION ERRORS ACTION BUTTONS:  • Clear All - In Filter Mode clicking on this will remove all filters that have been applied.  In Edit Mode clicking on this will remove all data that has been entered / selected in the text boxes to update rows that have not been saved and uncheck any row checked.  • Run - Only displayed when in Filter screen mode.  When clicked the filters entered will be applied and only rows matching the criteria will be displayed.  • + Sign next to field header - This is displayed on fields that are Standard Value Lists (SVL).  If the value you need is not in the SVL, you can click on this option to be taken to the “SVL Request Detail” screen to enter a request to update or create a code.  • Save All - Only shown when in Edit mode and no check boxes are checked (Select this Page or Individual checkboxes).  When clicked, WIN will update all the records shown in all the pages, whether all of the original records or the ones which resulted from your applied filtering criteria selection if you clicked on Run.  The error indicator is not cleared after the save, this allows you to make the changes needed over time before running the “Check Errors” to validate the data.  • Save Selected - Only shown when in Edit mode and checkboxes are checked (Select this Page or Individual checkboxes).  When clicked, WIN will update all the records checked on the page.  The error indicator is not cleared after the save, this allows you to make the changes needed over time before running the “Check Errors” to validate the data.  • Cancel - You will be asked to confirm that you do not want to save the values entered since the last Save and want the screen refreshed to remove the values from the screen.  You can OK or Cancel the request.  • Check Adv Errors - A message is displayed “By selecting OK, you understand that all records in this staged dataset not yet migrated to production or removed will be submitted for validation”.  You will be asked to confirm.  If you select OK, this action will run the check error routine against the dataset for errors and you will be transferred to the “Staged Data Status” screen to monitor the progress.  If you do not confirm, the check error routine will not be run and you will remain on the screen.    RECORD COUNTS and NAVIGATION:  • A count at the bottom-center of the grid displays the page you are on of the total number of pages (e.g. 1 of 11).  • The other count is at the bottom-right corner of the grid displaying the record from and the record to of the total number of records (e.g. 1 – 50 of 523).  • Navigation arrows exist to allow you to go to the First Page (<<), Previous Page (<), Next Page (>) or Last Page (>>)."|"01-JAN-2014 00:00:00"|""|""|""|"SW Adv Validation"|"Advanced Validation Errors"|"2"|"UC-20"
"55"|"Advanced Validation Errors - GW Monitoring Locations    This screen is used to correct advanced validation errors for Ground Water Monitoring Location records in their staged dataset.     ADVANCED VALIDATION ERRORS SECTION:  All fields in this section are display only to identify the import configuration dataset.  • Org ID   • Configuration ID - If you click on the hyperlink you will be taken to the “Import Configuration Detail” .  • Import File ID    GW MONITORING LOCATIONS SECTION:  • If you selected a link for a specific “Advanced Validation Error”, only the list of records and values from the dataset that have that specific business rule violation will be shown.  If you selected “All” in the “Advanced Validation Error” section, all the records and values from the dataset that have a business rule violation will be shown.    • Screen Modes - This screen operates in two screen modes, Filter and Edit.  Filter mode is used when you want to use the Text Boxes to filter the data by the values you enter / select.  Edit mode is used when you want to use the Text Boxes to enter / select data to apply to the selected rows.    • You can sort the data displayed by a particular data field by clicking on the pull-down (when available) on the data field header above the data rows.  You can sort in Filter or Edit screen mode.    • To filter the rows displayed, you must be in Filter screen mode.  You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press Run to filter the records.  To clear a filter, click on the X next to the text box and click Run.  To clear all filters, click on Clear All.    • If any field is marked as being a Smart Search field “§” (in either screen mode),  you can start entering the value and any valid value for that field that starts with the characters entered will appear in a list from which you can select a value.    • To enter new values:    1. Change Screen Mode to Edit.    2. In the text box for the field(s) select a value from the drop-down (SVL) list when provided or enter a value.    3. If you only want to update some of the rows, you can use the “Select this Page” option to check all rows displayed on this page or you can check the data rows on this page that should be populated by this value individually and click on “Save Selected”.  If you want to update all rows on all of the pages, do not check any boxes and click on “Save All”.    GW MONITORING LOCATIONS FIELDS:  • Select this Page - Checkboxes to select records to be updated or select all on the page.  • Business Rules Violated - Shows the business rule that was violated in the record displayed.  • System Action  • Monitoring Location ID - Required field, Max size 35.  • Monitoring Location Name - Required field, max size 255.  • Primary Type - Required field, Dropdown list.  • Secondary Type - Required field, Dropdown list filtered by the Primary Type.  • Waterbody Name - Dropdown list.  • Decimal Degree Latitude - Number, value > 23 and < 32.  • Decimal Degree Longitude - Number, value > 78 and < 89.  • Latitude Measure Degrees Number - Number, values of 24-31.  • Latitude Measure Minutes Number - Number, values of 00-59.  • Latitude Measure Seconds Number - Number, values of 00.0000-59.9999  • Longitude Measure Degrees Number - Number, values of 79-88.  • Longitude Measure Minutes Number - Number, values of 00-59.  • Longitude Measure Seconds Number - Number, values of 00.0000-59.9999  • Source Map Scale - Non-negative number."|"01-JAN-2014 00:00:00"|""|""|""|"GW Adv Validation"|"Advanced Validation Errors"|"1"|"UC-20a"
"56"|"• Land Surface Elevation Value (ft) - Number, max 10 digits and 2 decimal places.  • Land Surface Elevation Datum - Dropdown list.  • Land Surface Elevation Method - Dropdown list.  • Florida Unique ID - Max size 7, first 3 characters are upper case letters, the next four characters are numbers.  • Well Type - Dropdown list.  • Well Total Depth (ft) - Required, Numeric.  • Well Casing Depth (ft) - Required, Numeric.  • Well Screen Open Hole Begin Depth (ft) - Numeric  • Well Screen Open Hole End Depth (ft) - Numeric  • Well Construction Method  - Dropdown list.  • Well Construction Method Explanation - Max size 250.  • Well Finish - Dropdown list.  • Well Casing Diameter (in) - Numeric  • Well Screen Diameter (in) - Numeric  • Primary Elevation Value (ft) - Number(12,2).  • Primary Elevation Reference  - Dropdown list.  • Primary Elevation Method - Dropdown list.  • Primary Elevation Datum - Dropdown list.  • Secondary Elevation Value (ft) - Number(12,2).  • Secondary Elevation Reference - Dropdown list.  • Secondary Elevation Method - Dropdown list.  • Secondary Elevation Datum - Dropdown list.  • Top of Aquifer - Number.  • Bottom of Aquifer - Number.    ADVANCED VALIDATION ERRORS ACTION BUTTONS:  • Clear All - In Filter Mode clicking on this will remove all filters that have been applied.  In Edit Mode clicking on this will remove all data that has been entered / selected in the text boxes to update rows that have not been saved and uncheck any row checked.  • Run - Only displayed when in Filter screen mode.  When clicked the filters entered will be applied and only rows matching the criteria will be displayed.  • + Sign next to field header - This is displayed on fields that are Standard Value Lists (SVL).  If the value you need is not in the SVL, you can click on this option to be taken to the “SVL Request Detail” screen to enter a request to update or create a code.  • Save All - Only shown when in Edit mode and no check boxes are checked (Select this Page or Individual checkboxes).  When clicked, WIN will update all the records shown in all the pages, whether all of the original records or the ones which resulted from your applied filtering criteria selection if you clicked on Run.  The error indicator is not cleared after the save, which allows you to make the changes needed over time before running the “Check Errors” to validate the data.  • Save Selected - Only shown when in Edit mode and checkboxes are checked (Select this Page or Individual checkboxes).  When clicked, WIN will update all the records checked on the page.  The error indicator is not cleared after the save, which allows you to make the changes needed over time before running the “Check Errors” to validate the data.  • Cancel - You will be asked to confirm that you do not want to save the values entered since the last Save and want the screen refreshed to remove the values from the screen.  You can OK or Cancel the request.  • Check Adv Errors - A message is displayed “By selecting OK, you understand that all records in this staged dataset not yet migrated to production or removed will be submitted for validation”.  You will be asked to confirm.  If you select OK, this action will run the check error routine against the dataset for errors and you will be transferred to the “Staged Data Status” screen to monitor the progress.  If you do not confirm, the check error routine will not be run and you will remain on the screen.    RECORD COUNTS and NAVIGATION:  • A count at the bottom-center of the grid displays the page you are on of the total number of pages (e.g. 1 of 11).  • The other count is at the bottom-right corner of the grid displaying the record from and the record to of the total number of records (e.g. 1 – 50 of 523).  • Navigation arrows exist to allow you to go to the First Page (<<), Previous Page (<), Next Page (>) or Last Page (>>)."|"01-JAN-2014 00:00:00"|""|"ADAMS_TL"|"27-MAR-2019 08:11:36"|"GW Adv Validation"|"Advanced Validation Errors"|"2"|"UC-20a"
"57"|"Advanced Validation Errors - Activity    This screen is used to correct advanced validation errors for Activity records in their staged dataset.     ACTIVITY SECTION:  • If you selected a link for a specific “Advanced Validation Error”, only the list of records and values from the dataset that have that specific business rule violation will be shown.  If you selected “All” in the “Advanced Validation Error” section, all the records and values from the dataset that have a business rule violation will be shown.    • Screen Modes - This screen operates in two screen modes, Filter and Edit.  Filter mode is used when you want to use the Text Boxes to filter the data by the values you enter / select.  Edit mode is used when you want to use the Text Boxes to enter / select data to apply to the selected rows.    • You can sort the data displayed by a particular data field by clicking on the pull-down (when available) on the data field header above the data rows.  You can sort in Filter or Edit screen mode.    • To filter the rows displayed, you must be in Filter screen mode.  You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press Run to filter the records.  To clear a filter, click on the X next to the text box and click Run.  To clear all filters, click on Clear All.    • If any field is marked as being a Smart Search field “§” (in either screen mode),  you can start entering the value and any valid value for that field that starts with the characters entered will appear in a list from which you can select a value.    • To enter new values:    1. Change Screen Mode to Edit. Select the row(s) that you want to edit.   2. In the text box for the field(s) select a value from the drop-down (SVL) list when provided or enter a value.    3. To clear values from a drop-down (SVL) list, select “* Remove Value *” from the list. To clear values from a text box column, enter “Remove Value” in the text box. To clear values from a date/time column, enter '01/01/0000'.   4. When selecting rows to edit, you can use the “Select this Page” option to check all rows displayed on this page, or you can check the data rows on this page that should be populated by this value individually and click on “Save Selected”.  If you want to update all rows on all of the pages, do not check any boxes and click on “Save All”.    ACTIVITY FIELDS:  • Select this Page - Checkboxes to select records to be updated or select all on the page.  • Business Rules Violated - Not editable.    • System Action  • Project ID - Required field, Max size 35.  • Monitoring Location ID - Required field, Max size 35.  • Activity ID - Required field, Max size 35.  • Activity Type - Required field, Dropdown list.  • Activity Start Date Time - Format MM/DD/YYYY H24:MI:SS, must be valid date and cannot be a future date.  • Activity End Date Time - Format MM/DD/YYYY H24:MI:SS, must be valid date and cannot be a future date.  • Activity Time Zone - Dropdown list.  • Media - Not editable.   • Matrix - Required field, Dropdown list.  • Sample Collection Type - Dropdown list.  • Sampling Agency Name - Required field, Dropdown list."|"01-JAN-2014 00:00:00"|""|"WEINSTEIN_B"|"13-DEC-2022 14:06:22"|"Stg Activity Results Adv Validation"|"Activity"|"1"|"UC-20b"
"58"|"• Sample Collection Equipment Name - Dropdown list.  • Sample Collection Equipment Type - Not editable.   • Activity Depth - Number, up to 8 digits and 4 decimal places.  • Activity Depth Unit - Dropdown list.  • Activity Top Depth - Number, up to 8 digits and 4 decimal places.  • Activity Bottom Depth - Number, up to 8 digits and 4 decimal places.  • Activity Top Bottom Depth Unit - Dropdown list.  • Relative Depth - Dropdown list.  • Total Depth - Number, up to 8 digits and 4 decimal places.  • Total Depth Unit - Dropdown list.  • Field Blank Batch ID - Max size 50.  • Equipment Blank Batch ID - Max size 50.  • Trip Blank Batch ID - Max size 50.  • Master Activity ID - Dropdown list.    ADVANCED VALIDATION ERRORS ACTION BUTTONS:  • Clear All - In Filter Mode clicking on this will remove all filters that have been applied.  In Edit Mode clicking on this will remove all data that have been entered / selected in the text boxes to update rows that have not been saved and uncheck any row checked.  • Run - Only displayed when in Filter screen mode.  When clicked the filters entered will be applied and only rows matching the criteria will be displayed.  • + Sign next to field header - This is displayed on fields that are Standard Value Lists (SVL).  If the value you need is not in the SVL, you can click on this option to be taken to the “SVL Request Detail” screen to enter a request to update or create a standard value.  • Save All - Only shown when in Edit mode and no check boxes are checked (Select this Page or Individual checkboxes).  When clicked, WIN will update all the records shown on all pages, either updating all of the original records or only the ones which resulted from your applied filtering criteria selection if you clicked on Run.  The error indicator is not cleared after the save, which allows you to make additional changes before running the “Check Errors” to validate the data.  • Save Selected - Only shown when in Edit mode and checkboxes are checked (Select this Page or Individual checkboxes).  When clicked, WIN will update all the records checked on the page.  The error indicator is not cleared after the save, which allows you to make additional changes before running the “Check Errors” to validate the data. • Cancel - You will be asked to confirm that you do not want to save the values entered since the last Save and want the screen refreshed to remove the values from the screen.  You can OK or Cancel the request.  • Check Adv Errors - A message is displayed “By selecting OK, you understand that all records in this staged dataset not yet migrated to production or removed will be submitted for validation”.  You will be asked to confirm.  If you select OK, this action will run the check error routine against the dataset for errors and you will be transferred to the “Staged Data Status” screen to monitor the progress.  If you do not confirm, the check error routine will not be run and you will remain on the screen.    RECORD COUNTS and NAVIGATION:  • A count at the bottom-center of the grid displays the page you are on of the total number of pages (e.g. 1 of 11).  • The other count is at the bottom-right corner of the grid displaying the record from and the record to of the total number of records (e.g. 1 – 50 of 523).  • Navigation arrows exist to allow you to go to the First Page (<<), Previous Page (<), Next Page (>) or Last Page (>>)."|"01-JAN-2014 00:00:00"|""|"ADAMS_TL"|"27-MAR-2019 09:03:51"|"Stg Activity Results Adv Validation"|"Activity"|"2"|"UC-20b"
"59"|"Advanced Validation Errors - Advanced Vailidation Errors    This screen is used to correct advanced validation errors for Activity and Results records in their staged dataset.     ADVANCED VALIDATION ERRORS SECTION:  All fields in this section are display only to identify the import configuration dataset.  • Org ID   • Configuration ID - If you click on the hyperlink you will be taken to the “Import Configuration Detail”  screen.  • Import File ID"|"01-JAN-2014 00:00:00"|""|""|""|"Stg Activity Results Adv Validation"|"Advanced Validation Errors"|"1"|"UC-20b"
"60"|"Advanced Validation Errors - Results    This screen is used to correct advanced validation errors for Results records in their staged dataset.  The Screen Mode, Sorting, Filtering and Action buttons work the same on the Results tab as they did on the Activity tab.    TO ENTER VALUES:  1. Change Screen Mode to Edit.  2. In the text box for the field(s) select a value from the drop-down (SVL) list when provided or enter a value.  3. If you only want to update some of the rows, you can use the “Select this Page” option to check all rows displayed on this page or you can check the data rows on this page that should be populated by the values individually and click on “Save Selected”.  If you want to update all rows on all of the pages, do not check any boxes and click on “Save All”.    RESULTS FIELDS:  • Select this Page - Checkboxes to select records to be updated or select all on the page.  • Business Rules Violated - Not editable.    • System Action  • Native PK - Not editable.   • Activity ID - Required field, Max size 35.   • Monitoring Location ID - Not editable.   • Activity Type - Not editable.   • Activity Start Date Time - Not editable.   • Matrix - Not editable.   • Sample Collection Type - Not editable.   • Depth in Feet - Not editable.   • DEP Analyte Name - Not editable.   • DEP Analyte ID - Required field, Dropdown list.  • Analyte Name - Required field, Dropdown list.  • Result Value - Required field, Dropdown list or entry, Max size 60.  • Result Unit - Dropdown list.  • MDL - Number, up to 8 digits and 5 decimal places.  • PQL - Number, up to 8 digits and 5 decimal places.  • Detection Unit - Dropdown list.  • DEP Result Value Number - Not editable.   • DEP Result Unit - Not editable.   • DEP MDL - Not editable.   • DEP PQL - Not editable.   • FDEP Value Qualifier - Dropdown list.  • Sample Fraction - Dropdown list.  • Prep Method - Dropdown list.  • Preparation Date Time - Format MM/DD/YYYY H24:MI:SS, must be a valid date and cannot be a future date.  • Preparation Time Zone - Dropdown list.  • Analysis Method - Dropdown list.  • Analysis Date Time - Format MM/DD/YYYY H24:MI:SS, must be a valid date and cannot be a future date.  • Analysis Time Zone - Dropdown list.  • Lab ID - Dropdown list.  • Lab Accreditation Authority - Dropdown list.  • Result Comments - Max size 4000.  • Receipt Comments - Max size 355.  • Lab Sample ID - Max size 50.  • Method Batch ID - Max size 13.  • Analytical Batch ID - Max size 13.  • Dilution - Number, up to 10 digits.  • Percent Moisture - , Number, up to 10 digits.  • Percent Recovery - Dropdown list or Number, up to 5 digits.  • Relative Percent Difference - Number, up to 5 digits.  • Error - Number, up to 10 digits.  • Target Species - Dropdown list.  • Finfish Size - Number.  • Finfish Size Unit - Dropdown list."|"01-JAN-2014 00:00:00"|""|""|""|"Stg Activity Results Adv Validation"|"Results"|"1"|"UC-20b"
"61"|"Advanced Validation Errors - Projects    This screen is used to correct advanced validation errors for Project records in their staged dataset.     ADVANCED VALIDATION ERRORS SECTION:  All fields in this section are display only to identify the import configuration dataset.  • Org ID   • Configuration ID - If you click on the hyperlink you will be taken to the “Import Configuration Detail” • Import File ID"|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 14:10:29"|"Project Adv Validation"|"Advanced Validation Errors"|"1"|"uc-20c"
"62"|"Advanced Validation Errors - Projects    This screen is used to correct advanced validation errors for Project records in their staged dataset.     ADVANCED VALIDATION ERRORS SECTION:  All fields in this section are display only to identify the import configuration dataset.  • Org ID   • Configuration ID - If you click on the hyperlink you will be taken to the “Import Configuration Detail”  • Import File ID    PROJECTS SECTION:  • If you selected a link for a specific “Advanced Validation Error”, only the list of records and values from the dataset that have that specific business rule violation will be shown.  If you selected “All” in the “Advanced Validation Error” section, all the records and values from the dataset that have a business rule violation will be shown.    • Screen Modes - This screen operates in two screen modes, Filter and Edit.  Filter mode is used when you want to use the Text boxes to filter the data by the values you enter / select.  Edit mode is used when you want to use the Text boxes to enter / select data to apply to the selected rows.    • You can sort the data displayed by a particular data field by clicking on the pull-down (when available) on the data field header above the data rows.  You can sort in Filter or Edit screen mode.    • To filter the rows displayed, you must be in Filter screen mode.  You can use the Text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press Run to filter the records.  To clear a filter, click on the X next to the text box and click Run.  To clear all filters, click on Clear All.    • If any field is marked as being a Smart Search field “§” (in either screen mode), you can start entering the value and any valid value for that field that starts with the characters entered will appear in a list from which you can select a value.    • To enter new values:    1. Change Screen Mode to Edit. Select the row(s) that you want to edit.   2. In the text box for the field(s) select a value from the drop-down (SVL) list when provided or enter a value.    3. To clear values from a drop-down (SVL) list, select “* Remove Value *” from the list. To clear values from a text box column, enter “Remove Value” in the text box. To clear values from a date/time column, enter '01/01/0000'.   4. When selecting rows to edit, you can use the “Select this Page” option to check all rows displayed on this page, or you can check the data rows on this page that should be populated by this value individually and click on “Save Selected”.  If you want to update all rows on all of the pages, do not check any boxes and click on “Save All”.    PROJECTS FIELDS:  • Select this Page - Displays a checkbox that allows you to check / uncheck all records displayed on this page (not all in the dataset) or check individual records in the grid.  • Business Rules Violated - Not editable.    • System Action  • Project ID - Required field, Max size 35.  • Project Name - Required field, Max size 120.  • Project Type - Required field, Dropdown list.  • Project Start Date - Format MM/DD/YYYY, must be a valid date, can be a future date.  • Project End Date - Format MM/DD/YYYY, must be a valid date, can be a future date.  • Project Description - Max size 1999.  • Customer - Max size 120."|"01-JAN-2014 00:00:00"|""|"WEINSTEIN_B"|"13-DEC-2022 14:10:10"|"Project Adv Validation"|"Project%"|"1"|"uc-20c"
"63"|"Advanced Validation Error Action Buttons • Clear All - In Filter Mode clicking on this will remove all filters that have been applied.  In Edit Mode clicking on this will remove all data that has been entered / selected in the text boxes to update rows that have not been saved and uncheck any row checked.  • Run - Only displayed when in Filter screen mode.  When clicked the filters entered will be applied and only rows matching the criteria will be displayed.  • + Sign next to field header - This is displayed on fields that are Standard Value Lists (SVL).  If the value you need is not in the SVL, you can click on this option to be taken to the “SVL Request Detail” screen to enter a request to update or create a code.  • Save All - Only shown when in Edit mode and no check boxes are checked (Select this Page or Individual checkboxes).  When clicked, WIN will update all the records shown on all pages, either updating all of the original records or only the ones which resulted from your applied filtering criteria selection if you clicked on Run.  The error indicator is not cleared after the save, which allows you to make additional changes before running the “Check Errors” to validate the data.  • Save Selected - Only shown when in Edit mode and checkboxes are checked (Select this Page or Individual checkboxes).  When clicked, WIN will update all the records checked on the page.  The error indicator is not cleared after the save, which allows you to make additional changes before running the “Check Errors” to validate the data.  • Cancel - You will be asked to confirm that you do not want to save the values entered since the last Save and want the screen refreshed to remove the values from the screen.  You can OK or Cancel the request.  • Check Adv Errors - A message is displayed “By selecting OK, you understand that all records in this staged dataset not yet migrated to production or removed will be submitted for validation”.  You will be asked to confirm.  If you select OK, this action will run the check error routine against the dataset for errors and you will be transferred to the “Staged Data Status” screen to monitor the progress.  If you do not confirm, the check error routine will not be run and you will remain on the screen.    RECORD COUNTS and NAVIGATION:  • A count at the bottom-center of the grid displays the page you are on and the total number of pages (e.g. 1 of 11).  • The other count is at the bottom-right corner of the grid displaying the record from and the record to of the total number of records (e.g. 1 – 50 of 523).  • Navigation arrows exist to allow you to go to the First Page (<<), Previous Page (<), Next Page (>) or Last Page (>>)."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 14:21:01"|"Project Adv Validation"|"Projects"|"2"|"uc-20c"
"64"|"Verify Monitoring Locations - Locations to Verify    This screen is used to identify the number of monitoring locations that are remaining to be verified and those that have been successfully verified in the records of the import dataset.  The “Locations to Verify” tab lists the monitoring locations and provides a hyperlink for each Monitoring Location to take you to the “Map Mon Locations” tab to do a Visual Verification.     LOCATIONS TO VERIFY TAB:  All Monitoring Locations that are remaining to be verified or that have been successfully verified from the dataset are listed unless the Monitoring Location is an upload replacement of an existing location and the original Latitude/Longitude did not move.    • Monitoring Location ID - Displayed as a hyperlink to display the Monitoring Location on the Map Mon Locations tab to verify.  • Monitoring Location Name  • Primary Type  • Secondary Type  • Visual Verification Date - Displays in MM/DD/YYYY format and contains the date the visual verification of this monitoring location was performed.  This will be blank if the visual verification has not been performed for the monitoring location.  • Verified By - User ID of the user that most recently verified the Monitoring Location.    You can sort the list on any field by clicking on the pull-down arrows next to the field header at the top of the column to alternate between ascending and descending order.    You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.      The sort and filter functions go against all records, not just the records on the current page.  You may have different records on the page after performing one of these functions.  Any column can be expanded to see more if needed by hovering over the grid line separating the headings and when the symbol (¿¿¿) appears you can right click and drag the line out to make the field bigger.  When doing this, if the horizontal scroll bar was not present, it may appear now.    NOTE:  The Map Mon Locations tab cannot be accessed by clicking on the tab.  It is activated when you click on a Monitoring Location ID hyperlink.    RECORD COUNTS AND PAGE NAVIGATION:  Below the grid will be two counts.  In the center will be the count with the current page you are on of how many pages exist (example - 1 of 3).  The count to the right will show the number of the records displayed currently out of the total number of records (example - 1 - 100 of 253).    You can navigate through the pages by using the paging symbols.    • The first one (|<) will take you to the first page.   • The second symbol (<) will take you to the previous page.  • The third symbol (>) will take you to the next page.   • The last symbol (>|) will take you to the last page."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 14:48:06"|"Verify Monitoring Locations"|"Locations to Verify"|"1"|"uc-21"
"65"|"Verify Monitoring Locations - Map Mon Locations    This screen is used to perform visual verification of monitoring locations in the records selected for upload. The monitoring location must be verified before it will be uploaded if it is a new monitoring location or is a replacement for an existing monitoring location that has a different latitude and longitude than the previously verified migrated monitoring location.    VERIFY MONITORING LOCATIONS FIELDS / BUTTONS:  • Org ID - Organization ID of the organization  • Type - Configuration Type (Monitoring Location (SW), Monitoring Location (GW), Activity and Results, Project)  • Configuration ID - Displayed as a hyperlink to take you to the Import Configuration Detail screen  • Config Name - Configuration Name  • Import File - Import File Name • Import File ID  • Back to Staged Data Status button - When clicked, will return you to the Staged Data Status screen displaying the dataset previously displayed.    MAP MON LOCATIONS FIELDS / BUTTONS:  • Mon. Loc. ID  • Mon. Loc. Name  • Primary Type  • Secondary Type  • Lat DD  • Long DD  • Lat DMS  • Long DMS  • DEP Latitude  • DEP Longitude  • Reach Code ID     o Drop down list from which user selects a value if the Primary / Secondary Type combination require one.   • County  • Waterbody Name  • WBID Waterbody Name     o Passed back from the map based on the Lat / Long for use in the Visual Verification.  • Well Type  • Monitoring Location Description     o If you click in the field, a popup window will allow viewing of whole description.    TO MOVE THE POINT ON THE MAP:  Click on the desired location and the system will move the point and recalculate the DEP Latitude and DEP Longitude and update the Reach Code dropdown list with Reach Codes for the new location.    REACH CODE:  Required if the Secondary Type is one of the following:  Canal Drainage, Canal Irrigation, Canal Transport, Lake, River/Stream, Channelized Stream, Riverine Impoundment, Reservoir or Spring Run.  The dropdown list will contain all Reach Codes for the point.  If the correct reach code is not in the dropdown list, select the “Request New Reach Code” option in the list.  A popup window will display your Name, Email and Phone Number for the organization.  When you OK the message the system will generate a 14 digit Reach Code number starting with 99 and generate the next 12 digits from a sequence and add this to the dropdown list for you to select."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 15:06:03"|"Verify Monitoring Locations"|"Map Mon Locations"|"1"|"uc-21a"
