"WATERBODY_ID"|"LONG_NAME"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"
"203"|"TEA POND"|"01-JAN-2014 00:00:00"|""|""|""
"204"|"THARP MILL POND"|"01-JAN-2014 00:00:00"|""|""|""
"205"|"THORPE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"206"|"THREE CABBAGES"|"01-JAN-2014 00:00:00"|""|""|""
"207"|"THREE ISLAND LAKES"|"01-JAN-2014 00:00:00"|""|""|""
"208"|"TICE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"209"|"LAKE TILDEN"|"01-JAN-2014 00:00:00"|""|""|""
"210"|"TISAWEE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"212"|"TRUES LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"213"|"TUB LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"214"|"TURF POND"|"01-JAN-2014 00:00:00"|""|""|""
"215"|"TUSCAWILLA LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"216"|"TUSSET POND"|"01-JAN-2014 00:00:00"|""|""|""
"217"|"VIENNA LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"218"|"LAKE VILLA"|"01-JAN-2014 00:00:00"|""|""|""
"219"|"VIOLET LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"220"|"WACCASASSA LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"221"|"WALDORF LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"222"|"WARMOUTH LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"223"|"LAKE WEEKS"|"01-JAN-2014 00:00:00"|""|""|""
"224"|"LAKE WESTON"|"01-JAN-2014 00:00:00"|""|""|""
"225"|"LAKE WHISTLER"|"01-JAN-2014 00:00:00"|""|""|""
"226"|"WHITEHURST POND"|"01-JAN-2014 00:00:00"|""|""|""
"227"|"WICKER LAKES"|"01-JAN-2014 00:00:00"|""|""|""
"228"|"LAKE WILLIS"|"01-JAN-2014 00:00:00"|""|""|""
"229"|"WINQUEPIN POND"|"01-JAN-2014 00:00:00"|""|""|""
"230"|"WOLFS HEAD LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"231"|"WOOD POND"|"01-JAN-2014 00:00:00"|""|""|""
"232"|"WORKMAN LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"233"|"WAGES POND"|"01-JAN-2014 00:00:00"|""|""|""
"236"|"LAKE NUMBER FIVE"|"01-JAN-2014 00:00:00"|""|""|""
"238"|"LOUGHMAN LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"239"|"LAKE MARGARETTA"|"01-JAN-2014 00:00:00"|""|""|""
"240"|"LAKE THONOTOSASSA"|"01-JAN-2014 00:00:00"|""|""|""
"245"|"LAKE BOWLES"|"01-JAN-2014 00:00:00"|""|""|""
"246"|"CENTER LAKE NELLIE"|"01-JAN-2014 00:00:00"|""|""|""
"248"|"GULLY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"249"|"MAJOR LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"250"|"PATE POND"|"01-JAN-2014 00:00:00"|""|""|""
"251"|"HOLLEY PONDS"|"01-JAN-2014 00:00:00"|""|""|""
"252"|"HOLLAND POND"|"01-JAN-2014 00:00:00"|""|""|""
"253"|"JACK POND"|"01-JAN-2014 00:00:00"|""|""|""
"254"|"PRAIRIE PONDS"|"01-JAN-2014 00:00:00"|""|""|""
"255"|"BALSAM LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"256"|"LONG POINT CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"257"|"LOSTMANS FIVE"|"01-JAN-2014 00:00:00"|""|""|""
"258"|"MADDOX SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"259"|"MARL BED SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"260"|"MOCCASIN SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"261"|"MONTGOMERY SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"262"|"PEA PASS"|"01-JAN-2014 00:00:00"|""|""|""
"263"|"PETTY CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"264"|"PINE ISLAND SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"265"|"SALT CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"266"|"SAND CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"267"|"SAWMILL SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"268"|"SEVEN MOUTH CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"269"|"SLIPPERY CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"270"|"SUNSET LAGOON"|"01-JAN-2014 00:00:00"|""|""|""
"271"|"TAYLOR SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"272"|"TENMILE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"273"|"TONY CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"274"|"WEBSTER CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"275"|"WHITECOMB BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"276"|"WOLF SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"277"|"WOODBINE BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"278"|"GATOR BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"280"|"SURPRISE WATERWAY"|"01-JAN-2014 00:00:00"|""|""|""
"281"|"CUCUMBER SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"282"|"ORANGE GROVE BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"283"|"SHORTYS SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"284"|"LAKE WINNEMISETT"|"01-JAN-2014 00:00:00"|""|""|""
"285"|"ACORN FISH LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"286"|"AJAY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"287"|"ANNE MARIE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"288"|"LAKE ANNETTE"|"01-JAN-2014 00:00:00"|""|""|""
"289"|"LAKE ANOKA"|"01-JAN-2014 00:00:00"|""|""|""
"291"|"ATWELL POND"|"01-JAN-2014 00:00:00"|""|""|""
"292"|"LAKE AVALON"|"01-JAN-2014 00:00:00"|""|""|""
"293"|"BARPOST LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"295"|"LAKE BESSIE"|"01-JAN-2014 00:00:00"|""|""|""
"296"|"BIG BREEDLOVE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"298"|"GULF OF MEXICO"|"01-JAN-2014 00:00:00"|""|""|""
"306"|"ATLANTSHAF"|"01-JAN-2014 00:00:00"|"31-AUG-2017 04:00:00"|"MAHARAJ_P"|"31-AUG-2017 08:54:52"
"309"|"OWEN CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"310"|"PADGETT BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"311"|"PAGETT BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"312"|"PARENERS BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"313"|"PATE BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"314"|"PEAVEY CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"315"|"PELICAN BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"316"|"PINEY BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"317"|"PIPPIN MILL CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"318"|"QUINCY CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"319"|"RAMSEY CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"320"|"READER CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"322"|"ROBERTS BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"323"|"ROBERTS CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"324"|"ROEBUCK CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"325"|"RYLE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"327"|"SALT PAN CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"328"|"SALTWATER"|"01-JAN-2014 00:00:00"|""|""|""
"329"|"SANDFLY GULLY"|"01-JAN-2014 00:00:00"|""|""|""
"330"|"SAPLING BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"331"|"SAWPIT CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"332"|"SEATON CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"333"|"SEMINOLE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"334"|"SEVEN PINES CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"335"|"SEVEN RUNS"|"01-JAN-2014 00:00:00"|""|""|""
"337"|"SHINGLE BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"338"|"SHIRED CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"339"|"SILVERSMITH CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"340"|"SOUTH FORK BEAR CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"341"|"SOUTH FORK TAYLOR CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"342"|"SOUTH MOUTH"|"01-JAN-2014 00:00:00"|""|""|""
"343"|"SOUTH PRONG ALAFIA RIVER"|"01-JAN-2014 00:00:00"|""|""|""
"344"|"SOUTH PRONG DOUBLE BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"345"|"SPOTS BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"346"|"SQUAWK CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"348"|"SYCAMORE BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"349"|"TELEGRAPH CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"350"|"TIDWELL MILL CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"351"|"TIGER BRANCH"|"01-JAN-2014 00:00:00"|""|""|""
"352"|"WACISSA RIVER"|"01-JAN-2014 00:00:00"|""|""|""
"354"|"WHITE PANTHER CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"355"|"WHITNEY RIVER"|"01-JAN-2014 00:00:00"|""|""|""
"356"|"WIGWAM CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"357"|"WILKINSON CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"358"|"WILLIAMS LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"359"|"CHASSAHOWITZKA RIVER"|"01-JAN-2014 00:00:00"|""|""|""
"366"|"NEWCUMBER POND"|"01-JAN-2014 00:00:00"|""|""|""
"367"|"OSBORNE BAY"|"01-JAN-2014 00:00:00"|""|""|""
"368"|"OTTER CREEK SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"369"|"PANTHER BAY"|"01-JAN-2014 00:00:00"|""|""|""
"370"|"PEAVEY BAY"|"01-JAN-2014 00:00:00"|""|""|""
"371"|"LAKE PINTO"|"01-JAN-2014 00:00:00"|""|""|""
"372"|"POSSUM HEAD SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"373"|"POWELL BAY"|"01-JAN-2014 00:00:00"|""|""|""
"374"|"RAWLES BAY"|"01-JAN-2014 00:00:00"|""|""|""
"375"|"RICHEAU LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"376"|"RIVER SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"377"|"ROSE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"378"|"SALUDA SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"379"|"SAWGRASS BAYS"|"01-JAN-2014 00:00:00"|""|""|""
"380"|"SHAGGY CYPRESS SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"381"|"STOOPING SAPLINGS"|"01-JAN-2014 00:00:00"|""|""|""
"382"|"SWIFT CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"383"|"THE SAWGRASSES"|"01-JAN-2014 00:00:00"|""|""|""
"384"|"TILLER MILL LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"385"|"TOM MANN SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"386"|"WALFORD BAY"|"01-JAN-2014 00:00:00"|""|""|""
"387"|"WILLOW SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"388"|"CATTAIL SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"390"|"CHURCH POND"|"01-JAN-2014 00:00:00"|""|""|""
"391"|"DITCH BAY"|"01-JAN-2014 00:00:00"|""|""|""
"392"|"FANNY BAY"|"01-JAN-2014 00:00:00"|""|""|""
"393"|"JAKE BAY"|"01-JAN-2014 00:00:00"|""|""|""
"394"|"JUNIPER SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"396"|"LITTLE BEAR BAY"|"01-JAN-2014 00:00:00"|""|""|""
"397"|"SOUTH PRONG SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"398"|"ASHLEY PRAIRIE"|"01-JAN-2014 00:00:00"|""|""|""
"399"|"PRICE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"400"|"GRASSY MARSH"|"01-JAN-2014 00:00:00"|""|""|""
"401"|"THE EVERGLADES"|"01-JAN-2014 00:00:00"|""|""|""
"402"|"FLAT SWAMP"|"01-JAN-2014 00:00:00"|""|""|""
"416"|"POPPY PARK"|"01-JAN-2014 00:00:00"|""|""|""
