Season,Date,Region,County,Harvest,Reef,ReefID,Lat,Long,ReefHeight_m,HeightDistance_m,ReefSlope,Location,TransectLength_m,RandomTransectLocation,Collected,CollectionName,Clusters_#/m^2,TotalCrownConchs_#/m^2,LiveCrownConch_#/m^2,LiveCover_%,ShellCover_%,BoxCover_%,SubstrateCover_%,OtherCover_%,Notes
S14,5/20/2014,Pellicer Flats,Flagler,N,PF3,PF3,29.66059,-81.22822,NA,NA,NA,Ridge,NA,0.5,N,NA,NA,3,NA,17,NA,NA,NA,NA,No oyster samples taken
S14,5/20/2014,Pellicer Flats,Flagler,N,PF3,PF3,29.66059,-81.22822,NA,NA,NA,Ridge,NA,2.5,N,NA,NA,3,NA,11,NA,NA,NA,NA,No oyster samples taken
S14,5/20/2014,Pellicer Flats,Flagler,N,PF3,PF3,29.66059,-81.22822,NA,NA,NA,Ridge,NA,4,N,NA,NA,4,NA,11,NA,NA,NA,NA,No oyster samples taken
S14,5/22/2014,Guana River,St Johns,N,GR1,GR1,30.01622,-81.32779,NA,NA,NA,Ridge,NA,2,N,NA,NA,0,NA,29.5,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR1,GR1,30.01622,-81.32779,NA,NA,NA,Ridge,NA,5,Y,S14GR1R5,NA,0,NA,28,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR1,GR1,30.01622,-81.32779,NA,NA,NA,Ridge,NA,8,N,NA,NA,0,NA,32.5,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR1,GR1,30.01622,-81.32779,NA,NA,NA,Ridge,NA,9,Y,S14GR1R9,NA,0,NA,30,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR1,GR1,30.01622,-81.32779,NA,NA,NA,Ridge,NA,12,N,NA,NA,0,NA,29,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,NA,3,Y,S14GR2R3,NA,0,NA,14.5,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,NA,6,Y,S14GR2R6,NA,0,NA,27.5,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,NA,15,N,NA,NA,0,NA,14,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,NA,21,N,NA,NA,0,NA,9,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,NA,24,N,NA,NA,0,NA,25.5,NA,NA,NA,NA,Cover averaged
S14,5/22/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,NA,27,N,NA,NA,0,NA,21,NA,NA,NA,NA,Cover averaged
S14,5/23/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,2,Y,S14COR2,NA,0,NA,18.5,NA,NA,NA,NA,"Cover averaged, Whelks, concR, and conc egg cases on reef outside of transect"
S14,5/23/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,6,N,NA,NA,0,NA,13.5,NA,NA,NA,NA,"Cover averaged, Whelks, concR, and conc egg cases on reef outside of transect"
S14,5/23/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,8,Y,S14COR8,NA,0,NA,18,NA,NA,NA,NA,"Cover averaged, Whelks, concR, and conc egg cases on reef outside of transect"
S14,5/23/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,14,N,NA,NA,0,NA,13.5,NA,NA,NA,NA,"Cover averaged, Whelks, concR, and conc egg cases on reef outside of transect"
S14,5/23/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,24,N,NA,NA,0,NA,10,NA,NA,NA,NA,"Cover averaged, Whelks, concR, and conc egg cases on reef outside of transect"
S14,5/23/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,26,N,NA,NA,0,NA,11.5,NA,NA,NA,NA,"Cover averaged, Whelks, concR, and conc egg cases on reef outside of transect"
S14,5/23/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,3,Y,S14FM1R3,NA,0,NA,13,NA,NA,NA,NA,Cover averaged
S14,5/23/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,5,Y,S14FM1R5,NA,0,NA,15,NA,NA,NA,NA,Cover averaged
S14,5/23/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,9,N,NA,NA,0,NA,19.5,NA,NA,NA,NA,Cover averaged
S14,5/23/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,13,N,NA,NA,0,NA,16,NA,NA,NA,NA,Cover averaged
S14,5/23/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,17,N,NA,NA,0,NA,16,NA,NA,NA,NA,Cover averaged
S14,5/23/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,18,N,NA,NA,0,NA,16,NA,NA,NA,NA,Cover averaged
S14,6/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,6,Y,S14SR1R6,NA,0,NA,8,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,8,Y,S14SR1R8,NA,0,NA,8,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,10,N,NA,NA,0,NA,10,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,12,N,NA,NA,0,NA,4,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,21,N,NA,NA,0,NA,4,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,36,N,NA,NA,0,NA,6,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,16,Y,S14SR2R16,NA,0,NA,7,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,20,N,NA,NA,0,NA,7,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,24,Y,S14SR2R24,NA,0,NA,8,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,28,N,NA,NA,0,NA,7,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,30,N,NA,NA,0,NA,3,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,34,N,NA,NA,0,NA,8,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR3,SR3,29.878853,-81.279778,NA,NA,NA,Ridge,NA,4,Y,S14SR3R4,NA,0,NA,12,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR3,SR3,29.878853,-81.279778,NA,NA,NA,Ridge,NA,6,Y,S14SR3R6,NA,0,NA,9,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR3,SR3,29.878853,-81.279778,NA,NA,NA,Ridge,NA,8,N,NA,NA,0,NA,13,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR3,SR3,29.878853,-81.279778,NA,NA,NA,Ridge,NA,10,N,NA,NA,0,NA,15,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR3,SR3,29.878853,-81.279778,NA,NA,NA,Ridge,NA,10,N,NA,NA,0,NA,8,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,Y,SR3,SR3,29.878853,-81.279778,NA,NA,NA,Ridge,NA,20,N,NA,NA,0,NA,10,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,8,Y,S14SR4R8,NA,NA,NA,18,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,10,Y,S14SR4R10,NA,NA,NA,15,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,12,N,NA,NA,NA,NA,19,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,14,N,NA,NA,NA,NA,21,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,18,N,NA,NA,NA,NA,35,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,20,N,NA,NA,NA,NA,16,NA,NA,NA,NA,
S14,6/3/2014,Salt Run,St Johns,N,SRLRH,SRLRH,29.88608,-81.28586,NA,NA,NA,Ridge,10,1,N,NA,NA,NA,NA,6,NA,NA,NA,NA,No samples collected
S14,6/3/2014,Salt Run,St Johns,N,SRLRH,SRLRH,29.88608,-81.28586,NA,NA,NA,Ridge,10,2,N,NA,NA,NA,NA,1,NA,NA,NA,NA,No samples collected
S14,6/3/2014,Salt Run,St Johns,N,SRLRH,SRLRH,29.88608,-81.28586,NA,NA,NA,Ridge,10,7,N,NA,NA,NA,NA,2,NA,NA,NA,NA,No samples collected
S14,6/3/2014,Salt Run,St Johns,N,SRLRH,SRLRH,29.88608,-81.28586,NA,NA,NA,Ridge,10,8,N,NA,NA,NA,NA,1,NA,NA,NA,NA,No samples collected
S14,6/3/2014,Salt Run,St Johns,N,SRLRH,SRLRH,29.88608,-81.28586,NA,NA,NA,Ridge,10,9,N,NA,NA,NA,NA,0,NA,NA,NA,NA,No samples collected
S14,6/4/2014,Tolomato River,St Johns,N,TR2,TR2,30.0175,-81.3508,NA,NA,NA,Ridge,NA,2,Y,S14TR2R2,NA,NA,NA,11,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,N,TR2,TR2,30.0175,-81.3508,NA,NA,NA,Ridge,NA,3,Y,S14TR2R3,NA,NA,NA,13,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,N,TR2,TR2,30.0175,-81.3508,NA,NA,NA,Ridge,NA,4,N,NA,NA,NA,NA,11,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,N,TR2,TR2,30.0175,-81.3508,NA,NA,NA,Ridge,NA,6,N,NA,NA,NA,NA,7,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,N,TR2,TR2,30.0175,-81.3508,NA,NA,NA,Ridge,NA,8,N,NA,NA,NA,NA,11,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,N,TR2,TR2,30.0175,-81.3508,NA,NA,NA,Ridge,NA,9,N,NA,NA,NA,NA,8,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,Y,TR3,TR3,29.99698,-81.33707,NA,NA,NA,Ridge,NA,6,Y,S14TR3AR6,NA,0,NA,23,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,Y,TR3,TR3,29.99698,-81.33707,NA,NA,NA,Ridge,NA,9,Y,S14TR3AR9,NA,0,NA,10,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,Y,TR3,TR3,29.99698,-81.33707,NA,NA,NA,Ridge,NA,12,N,NA,NA,0,NA,17,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,Y,TR3,TR3,29.99698,-81.33707,NA,NA,NA,Ridge,NA,15,N,NA,NA,0,NA,19,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,Y,TR3,TR3,29.99698,-81.33707,NA,NA,NA,Ridge,NA,24,N,NA,NA,0,NA,22,NA,NA,NA,NA,
S14,6/4/2014,Tolomato River,St Johns,Y,TR3,TR3,29.99698,-81.33707,NA,NA,NA,Ridge,NA,27,N,NA,NA,0,NA,8,NA,NA,NA,NA,
S14,7/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,2,Y,S14SR1R2,NA,0,NA,12.5,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,7,Y,S14SR1R7,NA,0,NA,8,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,14,N,NA,NA,0,NA,11.5,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,15,N,NA,NA,0,NA,9.5,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR1,SR1,29.88216,-81.27934,NA,NA,NA,Ridge,NA,26,N,NA,NA,0,NA,9,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,1,Y,S14SR2R1 ,NA,0,NA,11,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,7,Y,S14SR2R7,NA,0,NA,13.5,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,20,N,NA,NA,0,NA,13,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,24,N,NA,NA,0,NA,12.5,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,27,N,NA,NA,0,NA,9,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,Y,SR2,SR2,29.879581,-81.276823,NA,NA,NA,Ridge,NA,29,N,NA,NA,0,NA,14.5,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,3,N,NA,NA,0,NA,21,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,5,Y,S14SR4R5,NA,0,NA,19,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,8,N,NA,NA,0,NA,15,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,13,N,NA,NA,0,NA,18,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,16,Y,S14SR4R16,NA,0,NA,16,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR4,SR4,29.89749,-81.29008,NA,NA,NA,Ridge,NA,20,N,NA,NA,0,NA,12,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR5,SR5,29.8969,-81.29056,NA,NA,NA,Ridge,NA,2,Y,S14SR5R2,NA,0,NA,24.5,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR5,SR5,29.8969,-81.29056,NA,NA,NA,Ridge,NA,3,N,NA,NA,0,NA,21,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR5,SR5,29.8969,-81.29056,NA,NA,NA,Ridge,NA,5,Y,S14SR5R5,NA,0,NA,21,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR5,SR5,29.8969,-81.29056,NA,NA,NA,Ridge,NA,6,N,NA,NA,0,NA,22,NA,NA,NA,NA,Cover averaged
S14,7/3/2014,Salt Run,St Johns,N,SR5,SR5,29.8969,-81.29056,NA,NA,NA,Ridge,NA,7,N,NA,NA,0,NA,24,NA,NA,NA,NA,Cover averaged
S14,7/8/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,5,N,NA,NA,0,NA,28,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,8,N,NA,NA,0,NA,29,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,15,Y,S14COR15,NA,0,NA,21,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,18,Y,S14COR18,NA,0,NA,20,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,19,N,NA,NA,0,NA,24,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,CO,CO,29.74758,-81.2505,NA,NA,NA,Ridge,NA,30,N,NA,NA,0,NA,37,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,8,N,NA,NA,0,NA,16,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,10,Y,S14FM1R10,NA,0,NA,10,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,12,Y,S14FM1R12,NA,0,NA,20,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,14,N,NA,NA,0,NA,13,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,18,N,NA,NA,0,NA,16,NA,NA,NA,NA,
S14,7/8/2014,Fort Matanzas,St Johns,Y,FM1,FM1,29.75108,-81.25412,NA,NA,NA,Ridge,NA,20,N,NA,NA,0,NA,18,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC1,MC1,29.77125,-81.26589,NA,NA,NA,Ridge,NA,9,N,NA,NA,0,NA,20,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC1,MC1,29.77125,-81.26589,NA,NA,NA,Ridge,NA,14,N,NA,NA,0,NA,25,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC1,MC1,29.77125,-81.26589,NA,NA,NA,Ridge,NA,19,N,NA,NA,0,NA,21,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC1,MC1,29.77125,-81.26589,NA,NA,NA,Ridge,NA,20,Y,S14MC1R20,NA,0,NA,20,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC1,MC1,29.77125,-81.26589,NA,NA,NA,Ridge,NA,29,Y,S14MC1R29,NA,0,NA,24,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC1,MC1,29.77125,-81.26589,NA,NA,NA,Ridge,NA,30,N,NA,NA,0,NA,22,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC2,MC2,29.770656,-81.265736,NA,NA,NA,Ridge,NA,1,N,NA,NA,0,NA,18,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC2,MC2,29.770656,-81.265736,NA,NA,NA,Ridge,NA,5,Y,S14MC2R5,NA,0,NA,18,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC2,MC2,29.770656,-81.265736,NA,NA,NA,Ridge,NA,6,N,NA,NA,0,NA,20,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC2,MC2,29.770656,-81.265736,NA,NA,NA,Ridge,NA,19,Y,S14MC2R19,NA,0,NA,15,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC2,MC2,29.770656,-81.265736,NA,NA,NA,Ridge,NA,27,N,NA,NA,0,NA,23,NA,NA,NA,NA,
S14,7/8/2014,Butler Beach,St Johns,N,MC2,MC2,29.770656,-81.265736,NA,NA,NA,Ridge,NA,29,N,NA,NA,0,NA,20,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Lower Edge,30,2,Y,S14GR2E2,NA,0,NA,16,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,30,2,N,NA,NA,0,NA,8,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Lower Edge,30,4,N,NA,NA,0,NA,16,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Lower Edge,30,5,Y,S14GR2E5,NA,0,NA,15,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Lower Edge,30,9,N,NA,NA,0,NA,13,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,30,9,N,NA,NA,0,NA,11,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,30,10,N,NA,NA,0,NA,12,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,30,11,Y,S14GR2R11,NA,0,NA,11,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Ridge,30,12,N,NA,NA,0,NA,1,NA,NA,NA,NA,
S14,10/30/2014,Guana River,St Johns,N,GR2,GR2,30.00999,-81.32391,NA,NA,NA,Lower Edge,30,13,N,NA,NA,0,NA,8,NA,NA,NA,NA,
